timestamp_iso,proposal_id,event,request_text,joints_json,semantics_json,comment
2026-07-23T16:30:42+0200,pose-10807332958673,liked,lower your arms,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.253,""z"":-0.511},""elbow_angle_deg"":156.2,""extension_ratio"":0.979,""concepts"":[""opened outward to the side"",""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.252,""z"":-0.511},""elbow_angle_deg"":156.0,""extension_ratio"":0.979,""concepts"":[""opened outward to the side"",""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}",
2026-07-23T16:30:49+0200,pose-10807332958673,executed,lower your arms,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.253,""z"":-0.511},""elbow_angle_deg"":156.2,""extension_ratio"":0.979,""concepts"":[""opened outward to the side"",""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":-0.252,""z"":-0.511},""elbow_angle_deg"":156.0,""extension_ratio"":0.979,""concepts"":[""opened outward to the side"",""lowered below the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}",
2026-07-23T16:31:11+0200,pose-10836173517767,liked,raise your right hand,"{""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.006,""y"":0.253,""z"":-0.511},""elbow_angle_deg"":156.1,""extension_ratio"":0.979,""concepts"":[""opened outward to the side"",""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.457,""y"":-0.024,""z"":0.341},""elbow_angle_deg"":155.8,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-23T16:31:18+0200,pose-10836173517767,executed,raise your right hand,"{""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.006,""y"":0.253,""z"":-0.511},""elbow_angle_deg"":156.1,""extension_ratio"":0.979,""concepts"":[""opened outward to the side"",""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.457,""y"":-0.024,""z"":0.341},""elbow_angle_deg"":155.8,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[]}",
2026-07-23T16:55:34+0200,pose-12295283464598,liked,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.014,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.144,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.6,""extension_ratio"":0.737,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T16:55:34+0200,pose-12295283464598,executed,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.014,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.144,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.6,""extension_ratio"":0.737,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T16:58:01+0200,pose-12418857747313,liked,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.014,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T16:58:01+0200,pose-12418857747313,executed,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.014,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T17:13:31+0200,pose-13371232439802,liked,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T17:13:31+0200,pose-13371232439802,executed,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T17:14:41+0200,pose-13418184120201,disliked,open your hands wide,"{""LeftElbow"": 0.0, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 0.0, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.234,""y"":0.4,""z"":0.01},""elbow_angle_deg"":92.7,""extension_ratio"":0.745,""concepts"":[""held forward"",""opened outward to the side"",""diagonal forward-and-outward"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.234,""y"":-0.4,""z"":0.011},""elbow_angle_deg"":92.7,""extension_ratio"":0.745,""concepts"":[""held forward"",""opened outward to the side"",""diagonal forward-and-outward"",""partly bent""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}","dirsekler 90 derece, kolllari ve kollarin uclari da tamamen acik olsun"
2026-07-23T17:17:11+0200,pose-13576244809132,disliked,open your arms wide,"{""LeftShoulderRoll"": 1.57, ""RightShoulderRoll"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.231,""y"":0.407,""z"":0.005},""elbow_angle_deg"":94.1,""extension_ratio"":0.753,""concepts"":[""held forward"",""opened outward to the side"",""diagonal forward-and-outward"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.231,""y"":-0.407,""z"":0.005},""elbow_angle_deg"":94.1,""extension_ratio"":0.753,""concepts"":[""held forward"",""opened outward to the side"",""diagonal forward-and-outward"",""partly bent""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}","dirsekler 90 derece kirilmis, kollar kirilmadan wide open olsun"
2026-07-23T17:17:41+0200,pose-13619067804108,liked,"Önerine 👎 verdim: ""dirsekler 90 derece kirilmis, kollar kirilmadan wide open olsun"". ""open your arms wide"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.55, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 1.55, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.0,""y"":0.617,""z"":0.01},""elbow_angle_deg"":165.3,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.0,""y"":-0.617,""z"":0.01},""elbow_angle_deg"":165.3,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}",
2026-07-23T17:17:41+0200,pose-13619067804108,executed,"Önerine 👎 verdim: ""dirsekler 90 derece kirilmis, kollar kirilmadan wide open olsun"". ""open your arms wide"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.55, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 1.57, ""RightElbow"": 1.55, ""RightShoulderPitch"": 0.0, ""RightShoulderRoll"": -1.57}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.0,""y"":0.617,""z"":0.01},""elbow_angle_deg"":165.3,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":-0.0,""y"":-0.617,""z"":0.01},""elbow_angle_deg"":165.3,""extension_ratio"":0.992,""concepts"":[""opened outward to the side"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms opened to the sides""]}",
2026-07-23T17:21:37+0200,pose-13860784734600,liked,raise your right arm and lower your left arm,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.062,""z"":-0.545},""elbow_angle_deg"":155.2,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.144,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.6,""extension_ratio"":0.737,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""right_hand_to_face near""],""whole_body_concepts"":[]}",
2026-07-23T17:21:37+0200,pose-13860784734600,executed,raise your right arm and lower your left arm,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": 0.0, ""LeftShoulderRoll"": 0.0, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":-0.005,""y"":0.062,""z"":-0.545},""elbow_angle_deg"":155.2,""extension_ratio"":0.977,""concepts"":[""lowered below the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.144,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.6,""extension_ratio"":0.737,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""right_hand_to_face near""],""whole_body_concepts"":[]}",
2026-07-23T17:24:53+0200,pose-14050310609004,liked,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T17:24:53+0200,pose-14050310609004,executed,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-23T17:31:49+0200,pose-14454170509042,disliked,bring your hands forward,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -1.57, ""LeftShoulderRoll"": 0.0, ""RightElbow"": 1.57, ""RightShoulderPitch"": -1.57, ""RightShoulderRoll"": 0.0}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.543,""y"":-0.078,""z"":-0.026},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""held forward"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.543,""y"":0.078,""z"":-0.026},""elbow_angle_deg"":155.0,""extension_ratio"":0.977,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[""between_hands very close""],""whole_body_concepts"":[""both arms held forward"",""hands held together""]}",kollarin uclari birbirlerine cok yakin
2026-07-23T17:32:03+0200,pose-14484785085159,liked,"Önerine 👎 verdim: ""kollarin uclari birbirlerine cok yakin"". ""bring your hands forward"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -1.57, ""LeftShoulderRoll"": 0.3, ""RightElbow"": 1.57, ""RightShoulderPitch"": -1.57, ""RightShoulderRoll"": -0.3}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.561,""y"":0.082,""z"":0.017},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.561,""y"":-0.082,""z"":0.017},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms held forward""]}",
2026-07-23T17:32:03+0200,pose-14484785085159,executed,"Önerine 👎 verdim: ""kollarin uclari birbirlerine cok yakin"". ""bring your hands forward"" isteğimi bu notu dikkate alarak düzeltilmiş açılarla yeniden öner.","{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -1.57, ""LeftShoulderRoll"": 0.3, ""RightElbow"": 1.57, ""RightShoulderPitch"": -1.57, ""RightShoulderRoll"": -0.3}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.561,""y"":0.082,""z"":0.017},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.561,""y"":-0.082,""z"":0.017},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms held forward""]}",
2026-07-23T17:32:37+0200,pose-14516448626733,liked,raise your left hand to the sky,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.6, ""LeftShoulderRoll"": 0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":-0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.561,""y"":-0.086,""z"":0.003},""elbow_angle_deg"":155.8,""extension_ratio"":0.979,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms held forward""]}",
2026-07-23T17:32:37+0200,pose-14516448626733,executed,raise your left hand to the sky,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.6, ""LeftShoulderRoll"": 0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":-0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.561,""y"":-0.086,""z"":0.003},""elbow_angle_deg"":155.8,""extension_ratio"":0.979,""concepts"":[""held forward"",""nearly straight""]}},""proximity"":[],""whole_body_concepts"":[""both arms held forward""]}",
2026-07-24T10:49:19+0200,pose-335386738040,liked,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.014,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-24T10:49:19+0200,pose-335386738040,executed,raise your hands,"{""LeftShoulderPitch"": -2.2, ""LeftShoulderRoll"": 0.35, ""RightShoulderPitch"": -2.2, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":-0.014,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]},""right"":{""shoulder_to_hand_m"":{""x"":0.145,""y"":0.013,""z"":0.405},""elbow_angle_deg"":92.8,""extension_ratio"":0.738,""concepts"":[""raised above the shoulder"",""partly bent""]}},""proximity"":[""left_hand_to_face near"",""right_hand_to_face near"",""between_hands near""],""whole_body_concepts"":[""both arms raised""]}",
2026-07-24T10:50:05+0200,pose-363244022575,disliked,raise your hand to even more high to the sky,"{""LeftElbow"": 1.57, ""LeftShoulderPitch"": -2.6, ""LeftShoulderRoll"": 0.35, ""RightElbow"": 1.57, ""RightShoulderPitch"": -2.6, ""RightShoulderRoll"": -0.35}","{""arms"":{""left"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":-0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]},""right"":{""shoulder_to_hand_m"":{""x"":0.293,""y"":0.016,""z"":0.49},""elbow_angle_deg"":155.9,""extension_ratio"":0.979,""concepts"":[""held forward"",""raised above the shoulder"",""nearly straight""]}},""proximity"":[""between_hands near""],""whole_body_concepts"":[""both arms held forward"",""both arms raised""]}",hayir yere tamamen dik olmasi gerekiyor egimli olmicak direkt havaya
